2021-05-04 02:36:46,283 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,078 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,437 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,679 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Match Passed | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 02:49:52,524 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:52,524 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:52,558 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:52,558 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:52,737 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.2     Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-04 02:49:52,737 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.2     Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-04 02:49:52,753 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20011' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20010'
2021-05-04 02:49:52,753 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20011' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20010'
2021-05-04 02:49:52,799 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'False'
2021-05-04 02:49:52,799 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'False'
2021-05-04 02:49:52,799 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-04 02:49:52,799 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-04 02:49:52,822 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20012' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-04 02:49:52,822 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20012' | currParentHeadId :- '20011.0' | prevParentHeadId :- '20011'
2021-05-04 02:49:53,000 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR contains insulin glargine, an insulin analogue and has a prolonged duration of action. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:53,000 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR contains insulin glargine, an insulin analogue and has a prolonged duration of action. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:54,138 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Special populations' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:54,138 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Special populations' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:55,094 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In the elderly, progressive deterioration of renal function may lead to a steady decrease in insulin requirements.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:55,094 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In the elderly, progressive deterioration of renal function may lead to a steady decrease in insulin requirements.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:55,828 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In patients with renal impairment, insulin requirements may be diminished due to reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:55,828 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In patients with renal impairment, insulin requirements may be diminished due to reduced insulin metabolism.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
